movieId,title,genres,imdbId,tmdbId,overview,tagline,runtime,tmdb_rating
1020,Cool Runnings (1993),Comedy,106611,864.0,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican bobsled team.",One dream. Four Jamaicans. Twenty below zero.,98.0,7.0
1021,Angels in the Outfield (1994),Children|Comedy,109127,24795.0,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",Ya Gotta Believe!,102.0,5.988
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,42332,11224.0,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",The greatest love story ever told.,74.0,7.046
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,63819,81310.0,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",Hip hip Poohray!,25.0,7.3
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,38166,15947.0,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",A CARTOON FIESTA of FUN and FANTASY!,71.0,6.3
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,57546,9078.0,"Wart is a young boy who aspires to be a knight's squire. On a hunting trip he falls in on Merlin, a powerful but amnesiac wizard who has plans for him beyond mere squiredom. He starts by trying to give him an education, believing that once one has an education, one can go anywhere. Needless to say, it doesn't quite work out that way.",Tired of living in a Medieval mess... Merlin uses all his magic powers to change a scrawny little boy into a legendary hero!,79.0,7.2
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,102798,8367.0,"Nobleman crusader Robin of Locksley breaks out of a Jerusalem prison with the help of Moorish fellow prisoner Azeem and travels back home to England. But upon arrival he discovers his dead father in the ruins of his family estate, killed by the vicious sheriff of Nottingham, Robin and Azeem join forces with outlaws Little John and Will Scarlett to save the kingdom from the sheriff's villainy.","For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",143.0,6.858
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,58331,433.0,"Mr Banks is looking for a nanny for his two mischievous children and comes across Mary Poppins, an angelic nanny. She not only brings a change in their lives but also spreads happiness.",The fairest of them all...the funniest of them all!,139.0,7.558
1029,Dumbo (1941),Animation|Children|Drama|Musical,33563,11360.0,"Dumbo is a baby elephant born with over-sized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy Timothy the Mouse,  the pint-sized pachyderm learns to surmount all obstacles.",The One...The Only...The FABULOUS...,64.0,6.991
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,76538,11114.0,"Pete, a young orphan, runs away to a Maine fishing town with his best friend a lovable, sometimes invisible dragon named Elliott! When they are taken in by a kind lighthouse keeper, Nora, and her father, Elliott's prank playing lands them in big trouble. Then, when crooked salesmen try to capture Elliott for their own gain, Pete must attempt a daring rescue.",Brazzle Dazzle Brilliance!,128.0,6.3
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,66817,12335.0,Three children evacuated from London during World War II are forced to stay with an eccentric spinster. The children's initial fears disappear when they find out she is in fact a trainee witch.,You'll beWITCHED! You'll beDAZZLED! You'll be swept into a world of enchantment BEYOND ANYTHING BEFORE!,117.0,7.026
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,43274,12092.0,"On a golden afternoon, wildly curious young Alice tumbles into the burrow and enters the merry, madcap world of Wonderland full of whimsical escapades.",A world of wonders in one great picture!,75.0,7.19
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,82406,10948.0,"When a feisty little fox named Tod is adopted into a farm family, he quickly becomes friends with a fun and adorable hound puppy named Copper. Life is full of hilarious adventures until Copper is expected to take on his role as a hunting dog -- and the object of his search is his best friend!",A story of two friends who didn't know they were supposed to be enemies.,82.0,7.138
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,116361,11229.0,"Following the arrest of her mother, Ramona, young Vanessa Lutz decides to go in search of her estranged grandmother. On the way, she is given a ride by school counselor Bob Wolverton. During the journey, Lutz begins to realize that Bob is the notorious I-5 Killer and manages to escape by shooting him several times. Wounded but still very much alive, Bob pursues Lutz across the state in this modern retelling of Little Red Riding Hood.",Her life is no fairy tale.,105.0,6.4
1035,"Sound of Music, The (1965)",Musical|Romance,59742,15121.0,"In the years before World War II, a tomboyish postulant at an Austrian abbey is hired as a governess in the home of a widowed naval captain with seven children, and brings a new love of life and music into the home.",The happiest sound in all the world!,174.0,7.722
1036,Die Hard (1988),Action|Crime|Thriller,95016,562.0,"NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when, minutes after he arrives at her offices Christmas Party, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",Twelve terrorists. One cop. The odds are against John McClane... That's just the way he likes it.,132.0,7.802
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,104692,10163.0,A simple man is turned into a genius through the application of computer science.,God made him simple. Science made him a god.,108.0,5.629
1040,"Secret Agent, The (1996)",Drama,117582,47199.0,"In 1880s London, pornographic bookseller Verloc is a double agent for the Russian government, providing information to Chief Inspector Heat about a lazy anarchist organization. In order for the anarchists to be arrested, an act of terrorism must occur. So Verloc decides to set up bombs – which leads to tragedy – not only for himself but also for his family, including wife Winnie and brother-in-law, Stevie.","In Victorian London, a city of spies,  one woman is about to be caught in a web of conspiracy and only one man has the power to protect her.",95.0,5.5
1041,Secrets & Lies (1996),Drama,117589,11159.0,"After her adoptive mother dies, Hortense, a successful black optometrist, seeks out her birth mother. She's shocked when her research leads her to Cynthia, a working class white woman.",Roxanne drives her mother crazy. Maurice never speaks to his niece. Cynthia has a shock for her family. Monica can't talk to her husband. Hortense has never met her mother.,142.0,7.558
1042,That Thing You Do! (1996),Comedy|Drama,117887,9591.0,"A Pennsylvania band scores a hit in 1964 and rides the star-making machinery as long as it can, with lots of help from its manager. But behind the scenes, the group’s sudden fame tests their strength, their maturity and responsibility, and their ability to resist the temptations that money and notoriety always make possible.",The Fab Four without the Mop Tops,108.0,6.9
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,117924,30500.0,"David loves his wife, Gillian. Unfortunately, she died two years ago. David deals with his grief by continuing his romance with Gillian during walks with her ""ghost"" on the beach at night. While David lives in the past, other family problems crop up in the present in the real world....",Some love lasts a lifetime. Real love lasts forever.,93.0,5.436
1046,Beautiful Thing (1996),Drama|Romance,115640,10938.0,"Set during a long, hot summer on the Thamesmead Estate in Southeast London, where three teenagers edge towards adulthood.",An urban fairytale.,92.0,7.2
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,116908,11412.0,"Samantha Caine is a small-town schoolteacher and mom with no memory of her life before washing up on a beach eight years ago. After a car accident and a violent home invasion trigger flashes of her past, she discovers she used to be a deadly CIA assassin. Teaming up with a wisecracking private investigator, Samantha must return to her old ways to take down the people who tried to erase her.",What's forgotten is not always gone.,121.0,6.586
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,116409,10586.0,"Sir Robert Beaumont is behind schedule on a railroad in Africa. Enlisting noted engineer John Henry Patterson to right the ship, Beaumont expects results. Everything seems great until the crew discovers the mutilated corpse of the project's foreman, seemingly killed by a lion. After several more attacks, Patterson calls in famed hunter Charles Remington, who has finally met his match in the bloodthirsty lions.",Prey For The Hunters,109.0,6.826
1050,Looking for Richard (1996),Documentary|Drama,116913,42314.0,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",A four hundred year old work-in-progress.,112.0,6.784
1051,Trees Lounge (1996),Drama,117958,27845.0,"Tommy has lost his job, his love and his life. He lives in a small apartment above the Trees Lounge, a bar which he frequents along with a few other regulars without lives. He gets a job driving an ice cream truck and ends up getting involved with the seventeen-year-old niece of his ex-girlfriend. This gets him into serious trouble with her father.",A story about one man's search... for who knows what,95.0,6.9
1053,Normal Life (1996),Crime|Drama|Romance,117202,23223.0,"Chris Anderson and his wife Pam live a fairly normal life until Chris loses his job on the police force and secretly turns to robbing banks to make his wife's dreams come true. Upon discovering his secret, she joins his deadly crime wave and together they terrorize an unsuspecting suburban town.","Love was their addiction, crime was the drug.",101.0,5.933
1054,Get on the Bus (1996),Drama,116404,49471.0,"Several Black men take a cross-country bus trip to attend the Million Man March in Washington, DC in 1995. On the bus are an eclectic set of characters including a laid-off aircraft worker, a man whose at-risk son is handcuffed to him, a black Republican, a former gangsta, a Hollywood actor, a cop who is of mixed racial background, and a white bus driver. All make the trek discussing issues surrounding the march, including manhood, religion, politics, and race.","On October 16, 1996, the one year anniversary of the Million Man March, Spike Lee invites you to lift your head, raise your voice, and...get on the bus.",121.0,6.314
1055,Shadow Conspiracy (1997),Thriller,120107,38153.0,"Bobby Bishop is a special assistant to the President of the United States. Accidentally, he meets his friend professor Pochenko on the street. Pochenko has time to tell Bishop about some conspiracy in the White House but then immediately gets killed by an assassin. Now bad guys are after Bobby as the only man who knows about a plot. Bishop must now not only survive, but to stop the conspirators from achieving their goal. And he doesn't know whom to trust.",,103.0,5.0
1056,Jude (1996),Drama,116722,25147.0,"In late 19th-century England, Jude aspires to be an academic, but is hobbled by his blue-collar background. Instead, he works as a stonemason and is trapped in an unloving marriage to a farmer's daughter named Arabella. But when his wife leaves him, Jude sees an opportunity to improve himself. He moves to the city and begins an affair with his married cousin, Sue, courting tragedy every step of the way.",A time without pity. A society without mercy. A love without equal.,123.0,6.289
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,116242,9716.0,A New York girl sets her father up with a beautiful woman in a shaky marriage while her half sister gets engaged.,,101.0,6.4
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,117509,454.0,"In director Baz Luhrmann's contemporary take on William Shakespeare's classic tragedy, the Montagues and Capulets have moved their ongoing feud to the sweltering suburb of Verona Beach, where Romeo and Juliet fall in love and secretly wed. Though the film is visually modern, the bard's dialogue remains.",My only love sprung from my only hate.,120.0,6.784
1060,Swingers (1996),Comedy|Drama,117802,10218.0,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",Cocktails first. Questions later.,96.0,6.863
1061,Sleepers (1996),Thriller,117665,819.0,Two gangsters seek revenge on the state jail worker who during their stay at a youth prison sexually abused them. A sensational court hearing takes place to charge him for the crimes.,Four friends have made a mistake that will change their lives forever.,147.0,7.599
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,115491,11238.0,"Legendary secrets are revealed as Aladdin and his friends—Jasmine, Abu, Carpet and, of course, the always entertaining Genie—face all sorts of terrifying threats and make some exciting last-minute escapes pursuing the King Of Thieves and his villainous crew.",The Spectacular Adventure Continues!,81.0,6.252
1066,Shall We Dance (1937),Comedy|Musical|Romance,29546,31530.0,"Ballet star Petrov arranges to cross the Atlantic aboard the same ship as the dancer and musical star he's fallen for but barely knows. By the time the ocean liner reaches New York, a little white lie has churned through the rumour mill and turned into a hot gossip item—that the two celebrities are secretly married.","Foot-free Fred and joyous Ginger...in their gayest, gladdest show!",109.0,7.2
1068,Crossfire (1947),Crime|Film-Noir,39286,28120.0,"A man is murdered, apparently by one of a group of soldiers just out of the army. But which one? And why?",Hate is like a loaded gun!,86.0,6.622
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,67992,252.0,"When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",It's Scrumdidilyumptious!,99.0,7.479
1076,"Innocents, The (1961)",Drama|Horror|Thriller,55018,16372.0,A young governess for two children becomes convinced that the house and grounds are haunted by ghosts and that the children are being possessed.,Apparitions? Evils? Corruptions?,100.0,7.465
1077,Sleeper (1973),Comedy|Sci-Fi,70707,11561.0,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",Woody Allen takes a nostalgic look at the future.,87.0,6.877
1078,Bananas (1971),Comedy|War,66808,11302.0,"When a bumbling New Yorker is dumped by his activist girlfriend, he travels to a tiny Latin American nation and becomes involved in its latest rebellion.",The Revolutionist That Shook the World With LAUGHTER!,82.0,6.688
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,95159,623.0,"While a diamond advocate attempts to steal a collection of diamonds, troubles arise when he realises he’s not the only one after the collection.","A tale of murder, lust, greed, revenge, and seafood.",109.0,7.201
1080,Monty Python's Life of Brian (1979),Comedy,79470,583.0,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",He's not the messiah...he's just a naughty boy.,94.0,7.757
1081,Victor/Victoria (1982),Comedy|Musical|Romance,84865,12614.0,"A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life.",The disguise surprise comedy of the year!,134.0,7.264
1082,"Candidate, The (1972)",Drama,68334,21711.0,"Bill McKay is a candidate for the U.S. Senate from California. He has no hope of winning, so he is willing to tweak the establishment.",Bill McKay has a lot going for him...but nothing compared to what's coming.,110.0,6.471
1083,"Great Race, The (1965)",Comedy|Musical,59243,11575.0,"Professional daredevil and white-suited hero, The Great Leslie, convinces turn-of-the-century auto makers that a race from New York to Paris (westward across America, the Bering Straight and Russia) will help to promote automobile sales. Leslie's arch-rival, the mustached and black-attired Professor Fate vows to beat Leslie to the finish line in a car of Fate's own invention.","The movie with 20,000-miles or one-million-laughs guarantee!",160.0,7.089
1084,Bonnie and Clyde (1967),Crime|Drama,61418,475.0,"In the 1930s, bored European-American waitress Bonnie Parker falls in love with a European-American ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",They’re young… they’re in love… and they kill people.,111.0,7.482
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,52027,11331.0,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",SPENCER TRACY in his most suspenseful role...ERNEST HEMINGWAY'S story of Heroism...Defeat...Victory!,86.0,6.481
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,46912,521.0,"When her American lover visits London, a wealthy woman’s jealous husband hatches a plan to murder her and inherit her fortune.",Is this the man she was waiting for... or the man who was waiting for her?,105.0,8.0
1088,Dirty Dancing (1987),Drama|Musical|Romance,92890,88.0,"Expecting the usual tedium that accompanies a summer in the Catskills with her family, 17-year-old Frances 'Baby' Houseman is surprised to find herself stepping into the shoes of a professional hoofer—and unexpectedly falling in love.",First dance. First love. The time of your life.,100.0,7.329
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500.0,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Every dog has his day.,99.0,8.117
1090,Platoon (1986),Drama|War,91763,792.0,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",The first casualty of war is innocence.,120.0,7.744
1091,Weekend at Bernie's (1989),Comedy,98627,8491.0,"Two young insurance corporation employees try to pretend that their murdered employer is alive by puppeteering his dead body, leading a hitman to attempt to track him down to finish him off.","Bernie may be dead, but he's still the life of the party!",97.0,6.388
1092,Basic Instinct (1992),Crime|Mystery|Thriller,103772,402.0,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",A brutal murder. A brilliant killer. A cop who can't resist the danger.,128.0,6.9
1093,"Doors, The (1991)",Drama,101761,10537.0,"The story of the famous and influential 1960s rock band and its lead singer and composer, Jim Morrison.",The ceremony is about to begin.,140.0,7.108
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,104036,11386.0,"Irish Republican Army member Fergus forms an unexpected bond with Jody, a kidnapped British soldier in his custody, despite the warnings of fellow IRA members Jude and Maguire. Jody makes Fergus promise he'll visit his girlfriend, Dil, in London, and when Fergus flees to the city, he seeks her out. Hounded by his former IRA colleagues, he finds himself increasingly drawn to the enigmatic, and surprising, Dil.",Play At Your Own Risk.,112.0,6.836
1095,Glengarry Glen Ross (1992),Drama,104348,9504.0,"Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone decides to take matters into his own hands, stealing the Glengarry leads and leaving everyone wondering who did it.",A story for everyone who works for a living.,100.0,7.3
1096,Sophie's Choice (1982),Drama,84707,15764.0,"Stingo, a young writer, moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan, he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story, from pre-war prosperity to Auschwitz. In the present, Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.","Between the innocent, the romantic, the sensual, and the unthinkable. There are still some things we have yet to imagine.",151.0,7.332
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,83866,601.0,"An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.","He is afraid. He is totally alone. He is 3,000,000 light years from home.",115.0,7.513
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,29992,25842.0,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.","Greater than ""David Copperfield""!",69.0,6.966
1100,Days of Thunder (1990),Action|Drama|Romance,99371,2119.0,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",You can't outrun the thunder.,107.0,6.363
1101,Top Gun (1986),Action|Romance,92099,744.0,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",Up there with the best of the best.,110.0,7.061
1103,Rebel Without a Cause (1955),Drama,48545,221.0,"After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.",The bad boy from a good family.,111.0,7.513
1104,"Streetcar Named Desire, A (1951)",Drama,44081,702.0,"A disturbed, aging Southern belle moves in with her sister for solace — but being face-to-face with her brutish brother-in-law accelerates her downward spiral.","...Blanche, who wanted so much to stay a lady...",125.0,7.62
1105,Children of the Corn IV: The Gathering (1996),Horror,115885,25750.0,A bright young medical student must solve the frightening mystery that plagues the children of a small Midwestern town.,In a sleepy midwestern town... A horrifying evil is about to rise again!,85.0,4.387
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,117040,9305.0,"A documentary of insect life in meadows and ponds, using incredible close-ups, slow motion, and time-lapse photography. It includes bees collecting nectar, ladybugs eating mites, snails mating, spiders wrapping their catch, a scarab beetle relentlessly pushing its ball of dung uphill, endless lines of caterpillars, an underwater spider creating an air bubble to live in, and a mosquito hatching.",15 years of research. 2 years of equipment design. 3 years of shooting. One great movie to restore your sense of wonder.,80.0,7.55
1112,Palookaville (1996),Action|Comedy|Drama,117284,37616.0,"Jerry and his two pals, Russ and Syd, are just looking for some easy money to help them break out of their nowhere lives in their nowhere town. Despite a bungled jewelry store heist which exposes their incompetence as criminals, a fateful event (and an old black-and-white film) convinces them that they can pull off an armored-truck robbery. While they are busy plotting their caper, their dysfunctional families spin out of control, all around them.",One foot in the door. The other one in the gutter.,92.0,5.75
1114,"Funeral, The (1996)",Crime|Drama,116378,21612.0,"After the funeral of one of their own, a criminal family decides to embark on an emotionally unnerving journey in an attempt to exact bloody revenge.","One family, one murder, too many lies.",99.0,6.759
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,113057,102461.0,"A young Parisian must make major decisions about pregnancy, a job and her boyfriend.",,90.0,5.9
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,116581,36998.0,"Georges has Down syndrome, living at a mental-institution, Harry is a busy businessman, giving lectures for young aspiring salesmen. He is successful in his business life, but his social life is a disaster since his wife left him and took their two children with her. This weekend his children came by train to meet him, but Harry, working as always, forgot to pick them up. Neither his wife or his children want to see him again and he is driving around on the country roads, anguished and angry. He almost runs over Georges, on the run from the institution since everybody else went home with their parents except him, whose mother is dead. Harry tries to get rid of Georges but he won't leave his new friend. Eventually a special friendship forms between the two of them, a friendship which makes Harry a different person.",What a difference a day makes…,118.0,7.354
1119,Drunks (1995),Drama,112907,116844.0,"At the beginning of a nightly Alcoholics Anonymous meeting, Jim seems particularly troubled. His sponsor encourages him to talk that night, the first time in seven months, so he does - and leaves the meeting right after. As Jim wanders the night, searching for some solace in his old stomping grounds, bars and parks where he bought drugs, the meeting goes on, and we hear the stories of survivors and addicts - some, like Louis, who claim to have wandered in looking for choir practice, who don't call themselves alcoholic, and others, like Joseph, whose drinking almost caused the death of his child - as they talk about their lives at the meeting",All they want is another shot...,90.0,2.875
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,117318,1630.0,"Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.","You may not like what he does, but are you prepared to give up his right to do it?",130.0,6.96
1121,Glory Daze (1995),Drama,116422,26626.0,"Jack, a soon-to-be graduate, finds he's having a difficult time letting go of the college life -- and decides maybe he doesn't have to. Also questioning whether there's life after college are Jack's roommates: Rob, who fears domestication; comic-strip artist Mickey, who's shy around girls; intellectual party animal Slosh; and perpetual student Dennis.",True or False.,100.0,5.12
1123,"Perfect Candidate, A (1996)",Documentary,117320,124837.0,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.","In the Voting Booth, No One Can Hear You Scream",105.0,5.6
1124,On Golden Pond (1981),Drama,82846,11816.0,"For Norman and Ethel Thayer, this summer on golden pond is filled with conflict and resolution. When their daughter Chelsea arrives, the family is forced to renew the bonds of love and overcome the generational friction that has existed for years.",When life is at its finest... when love is at its fullest...,109.0,7.245
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,72081,11843.0,The famous Pink Panther jewel has once again been stolen and Inspector Clouseau is called in to catch the thief. The Inspector is convinced that 'The Phantom' has returned and utilises all of his resources – himself and his Asian manservant – to reveal the identity of 'The Phantom'.,,113.0,6.783
1126,Drop Dead Fred (1991),Comedy|Fantasy,101775,10379.0,"When Elizabeth returns to her mother's home after her marriage breaks up, she recreates her imaginary childhood friend, Fred, to escape from the trauma of losing her husband and her job. In between the chaos and mayhem that Fred creates, Elizabeth attempts to win back her husband and return to normality.",Dishes. Relationships. Wind. This guy breaks everything.,103.0,5.845
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,96754,2756.0,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.","When you get there, you will understand.",140.0,7.346
1128,"Fog, The (1980)",Horror,80749,790.0,"Strange things begin to occur as a tiny California coastal town prepares to commemorate its centenary. Inanimate objects spring eerily to life; Rev. Malone stumbles upon a dark secret about the town's founding; radio announcer Stevie witnesses a mystical fire; and hitchhiker Elizabeth discovers the mutilated corpse of a fisherman. Then a mysterious iridescent fog descends upon the village, and more people start to die.",What you can't see won't hurt you...it'll kill you!,90.0,6.728
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,82340,1103.0,"In a world ravaged by crime, the entire island of Manhattan has been converted into a walled prison where brutal prisoners roam free. After the US president crash-lands inside, war hero Snake Plissken has 24 hours to bring him back.","1997. New York City is a walled, maximum security prison. Breaking out is impossible. Breaking in is insane.",99.0,7.052
1130,"Howling, The (1980)",Horror|Mystery,82533,11298.0,"After a bizarre and near fatal encounter with a serial killer, a newswoman is sent to a rehabilitation center whose inhabitants may not be what they seem.",Imagine your worst fear a reality.,91.0,6.576
1131,Jean de Florette (1986),Drama|Mystery,91288,4480.0,"In a rural French village, an old man and his only remaining relative cast their covetous eyes on an adjoining vacant property. They need its spring water for growing their flowers, and are dismayed to hear that the man who has inherited it is moving in. They block up the spring and watch as their new neighbour tries to keep his crops watered from wells far afield through the hot summer. Though they see his desperate efforts are breaking his health and his wife and daughter's hearts, they think only of getting the water.","For some men, land and water are more precious than flesh and blood.",121.0,7.692
1132,Manon of the Spring (Manon des sources) (1986),Drama,91480,4481.0,"In this, the sequel to Jean de Florette, Manon has grown into a beautiful young shepherdess living in the idyllic Provencal countryside. She plots vengeance on the men who greedily conspired to acquire her father's land years earlier.",They destroyed her father. Now they offered her love. But the only thing she desired was revenge.,113.0,7.574
1135,Private Benjamin (1980),Comedy,81375,10765.0,A sheltered young high society woman joins the US Army on a whim and finds herself in a more difficult situation than she ever expected.,The Army was no laughing matter until Judy Benjamin joined it.,110.0,5.959
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,71853,762.0,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,91.0,7.802
1137,Hustler White (1996),Romance,116587,44497.0,"Reminiscent of Sunset Boulevard, the action is transposed from the silver screen's old backlots to contemporary male prostitution and the pornographic industry.",See it with someone you've paid for,80.0,5.176
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,116212,99479.0,"The firebrand reporter, feminist and philanthropist Dorothy Day co-founds The Catholic Worker with Peter Maurin, an eccentric philosopher.",,112.0,4.8
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,116886,124829.0,"The childhood, adolescence, and incredible adult years of Al Hirschfeld, celebrated creator of thousands of line drawings of famous people - many in the entertainment industry - over a span of more than sixty years. He is still drawing in his nineties. His interesting domestic life, political, and cultural views are highlights. In addition, he talks about himself a bit - seriously and lightly.(At one point he he claims that his only form of exercise has been to live in his Manhattan townhouse: stairs). He drives his car around Manhattan - an adventure in itself. Brief interviews with, and reminiscences of many friends and associates.",,86.0,7.0
